session_id,customer_id,session_start_ts,session_duration_sec,pages_viewed,added_to_cart_flag,checkout_started_flag,device_type
237819,26580,2025-04-03T12:52:48.896Z,1073,9,0,0,Web
237822,38225,2025-07-01T12:52:48.896Z,986,9,0,0,Android
237835,23101,2025-06-02T12:52:48.896Z,1037,3,0,0,iOS
237843,4084,2026-01-14T12:52:48.896Z,613,9,0,0,Web
237846,43334,2025-11-08T12:52:48.896Z,471,9,0,0,Web
237848,14369,2025-03-24T12:52:48.896Z,1069,4,0,0,iOS
237863,32980,2026-02-11T12:52:48.896Z,654,5,0,0,Web
237867,347,2025-03-12T12:52:48.896Z,217,7,0,0,Android
237871,36796,2025-07-06T12:52:48.896Z,1160,2,0,0,Web
237881,43160,2026-01-12T12:52:48.896Z,890,1,0,0,iOS
237890,29227,2026-01-31T12:52:48.896Z,804,6,1,0,iOS
237891,23975,2026-01-19T12:52:48.896Z,569,3,1,0,Android
237896,7047,2025-10-10T12:52:48.896Z,646,8,1,0,Android
237908,2253,2026-01-12T12:52:48.896Z,406,2,1,0,Android
237915,10977,2025-08-23T12:52:48.896Z,1051,4,0,1,Android
237929,12212,2025-11-16T12:52:48.896Z,1023,11,0,1,iOS
237941,17026,2025-03-31T12:52:48.896Z,125,3,0,0,Web
237947,44058,2025-07-03T12:52:48.896Z,126,5,0,0,Android
237969,18004,2025-09-03T12:52:48.896Z,863,6,0,1,Android
237970,10796,2025-10-21T12:52:48.896Z,410,3,1,0,iOS
237975,31081,2026-01-02T12:52:48.896Z,708,11,1,0,iOS
237982,27108,2025-07-14T12:52:48.896Z,728,7,0,0,iOS
237984,6917,2025-09-03T12:52:48.896Z,402,10,1,0,Web
237988,36483,2026-02-13T12:52:48.896Z,1108,11,0,0,iOS
237992,7083,2025-09-19T12:52:48.896Z,301,1,0,0,iOS
238002,36796,2025-05-28T12:52:48.896Z,359,8,1,0,Web
238007,14232,2025-07-10T12:52:48.896Z,184,3,0,0,Android
238022,20205,2025-07-15T12:52:48.896Z,999,1,0,0,Web
238023,3041,2025-07-04T12:52:48.896Z,665,8,1,0,iOS
238026,42715,2026-01-14T12:52:48.896Z,237,1,1,0,iOS
238029,28509,2026-02-28T12:52:48.896Z,1048,3,0,1,Android
238036,4577,2025-09-25T12:52:48.896Z,963,3,0,0,iOS
238037,18389,2025-11-29T12:52:48.896Z,857,7,0,1,Web
238041,46959,2025-10-18T12:52:48.896Z,105,7,1,0,iOS
238042,48412,2025-06-28T12:52:48.896Z,1095,6,1,0,Web
238047,34146,2025-11-10T12:52:48.896Z,89,6,0,0,Android
238049,23679,2025-05-25T12:52:48.896Z,598,6,0,0,Android
238055,25296,2025-06-20T12:52:48.896Z,578,2,0,0,iOS
238065,21227,2025-12-25T12:52:48.896Z,897,1,1,0,iOS
238067,8074,2026-01-14T12:52:48.896Z,468,10,0,0,iOS
238073,46762,2026-01-20T12:52:48.896Z,1026,7,0,0,iOS
238082,35782,2025-04-05T12:52:48.896Z,912,11,1,0,iOS
238083,10052,2025-06-17T12:52:48.896Z,105,7,1,0,Web
238086,32185,2025-03-07T12:52:48.896Z,869,9,1,0,Android
238091,27795,2025-04-15T12:52:48.896Z,405,7,1,0,iOS
238093,42316,2025-10-10T12:52:48.896Z,611,3,0,0,iOS
238102,40111,2025-09-20T12:52:48.896Z,148,11,1,0,Android
238107,2151,2026-02-19T12:52:48.896Z,201,2,1,0,Web
238110,15045,2025-08-26T12:52:48.896Z,294,9,0,0,Android
238111,12101,2025-10-03T12:52:48.896Z,151,5,0,0,iOS
238115,9212,2026-02-22T12:52:48.896Z,386,11,0,0,Web
238119,4952,2026-01-29T12:52:48.896Z,278,11,0,1,Web
238121,46870,2025-06-06T12:52:48.896Z,377,10,0,0,iOS
238122,36265,2026-01-15T12:52:48.896Z,1081,11,0,0,Web
238125,27671,2025-04-09T12:52:48.896Z,1198,8,0,0,Android
238129,48969,2025-12-08T12:52:48.896Z,941,9,1,0,Android
238132,14360,2025-07-23T12:52:48.896Z,953,8,0,0,Android
238136,34935,2025-11-08T12:52:48.896Z,652,4,0,0,iOS
238143,26309,2025-09-06T12:52:48.896Z,382,4,1,0,Android
238146,29215,2025-07-04T12:52:48.896Z,415,4,0,0,Android
238162,40333,2025-11-06T12:52:48.896Z,976,11,0,0,Web
238166,12067,2025-10-12T12:52:48.896Z,718,11,1,0,Web
238169,40207,2026-01-07T12:52:48.896Z,188,7,0,0,iOS
238177,30326,2025-04-02T12:52:48.896Z,436,6,0,0,iOS
238182,42276,2025-11-12T12:52:48.896Z,358,5,1,0,iOS
238195,2173,2025-11-27T12:52:48.896Z,764,3,0,0,Android
238203,41376,2025-03-06T12:52:48.896Z,497,10,1,0,iOS
238204,32333,2025-03-31T12:52:48.896Z,863,10,1,0,Android
238206,13182,2025-11-01T12:52:48.896Z,70,7,0,0,Web
238209,20001,2025-04-03T12:52:48.896Z,246,5,0,0,iOS
238224,21607,2025-05-08T12:52:48.896Z,754,10,1,0,Web
238234,6112,2025-06-14T12:52:48.896Z,1007,9,1,0,Android
238242,43425,2025-05-04T12:52:48.896Z,87,4,1,0,iOS
238246,7675,2025-09-20T12:52:48.896Z,537,10,0,0,iOS
238258,757,2025-03-18T12:52:48.896Z,308,4,0,1,iOS
238263,40171,2025-09-11T12:52:48.896Z,525,10,0,0,Android
238267,26508,2026-01-06T12:52:48.896Z,439,8,0,1,iOS
238268,1085,2025-09-20T12:52:48.896Z,735,11,0,0,Web
238271,44354,2025-10-17T12:52:48.896Z,384,10,0,0,Android
238292,1442,2026-01-04T12:52:48.896Z,1064,11,1,0,Web
238303,20992,2025-04-29T12:52:48.896Z,176,3,1,0,Android
238309,26150,2026-01-19T12:52:48.896Z,1090,3,0,0,iOS
238314,3002,2025-11-21T12:52:48.896Z,201,8,0,0,Web
238326,26476,2025-08-16T12:52:48.896Z,911,8,0,0,Android
238335,38974,2026-02-13T12:52:48.896Z,298,9,0,0,Android
238351,25830,2025-06-04T12:52:48.896Z,1163,5,0,0,Web
238364,6727,2025-03-19T12:52:48.896Z,1121,1,0,0,iOS
238369,28252,2025-03-24T12:52:48.896Z,849,6,1,0,Android
238374,45696,2025-09-30T12:52:48.896Z,881,4,1,0,iOS
238376,17738,2025-03-11T12:52:48.896Z,1115,9,0,0,iOS
238398,26147,2025-12-05T12:52:48.896Z,1053,11,0,0,Android
238401,48128,2026-01-11T12:52:48.896Z,1143,7,1,0,iOS
238426,44890,2025-12-11T12:52:48.896Z,1140,10,1,0,Android
238427,17260,2025-06-09T12:52:48.896Z,850,5,1,1,iOS
238435,19586,2026-02-09T12:52:48.896Z,66,5,0,0,Android
238436,46683,2025-07-14T12:52:48.896Z,1152,7,1,0,iOS
238438,35740,2025-12-14T12:52:48.896Z,443,6,0,1,Android
238445,32664,2025-08-03T12:52:48.896Z,1125,3,0,0,Android
238446,44393,2025-06-21T12:52:48.896Z,551,10,0,0,iOS
238447,44616,2025-10-16T12:52:48.896Z,299,9,0,0,Android
238452,49008,2025-04-24T12:52:48.896Z,1156,9,1,0,Web
238458,40788,2025-10-21T12:52:48.896Z,1097,4,0,0,Web
238467,4358,2025-09-11T12:52:48.896Z,863,10,1,1,iOS
238477,7269,2025-09-24T12:52:48.896Z,583,2,0,0,iOS
238481,3689,2026-01-14T12:52:48.896Z,272,10,1,0,Android
238486,22680,2025-09-01T12:52:48.896Z,715,9,1,0,Android
238491,47113,2025-07-25T12:52:48.896Z,391,11,0,0,Android
238499,17128,2025-08-20T12:52:48.896Z,436,9,0,0,Web
238500,14640,2026-01-06T12:52:48.896Z,656,1,0,0,iOS
238506,28441,2026-01-22T12:52:48.896Z,843,3,0,0,Web
238507,48384,2025-04-30T12:52:48.896Z,141,2,1,0,Android
238508,14078,2025-12-12T12:52:48.896Z,63,9,0,0,Android
238516,20279,2025-03-18T12:52:48.896Z,891,2,1,0,iOS
238530,588,2025-05-22T12:52:48.896Z,39,2,0,0,iOS
238531,13940,2025-08-27T12:52:48.896Z,1097,8,1,0,Web
238534,21712,2026-01-22T12:52:48.896Z,371,6,0,1,Android
238535,24595,2026-02-22T12:52:48.896Z,710,3,1,0,iOS
238538,1466,2025-05-11T12:52:48.896Z,918,9,0,0,Android
238542,13295,2025-09-23T12:52:48.896Z,1164,9,0,0,Web
238543,39913,2025-05-03T12:52:48.896Z,325,4,0,0,Android
238545,11716,2025-07-13T12:52:48.896Z,1163,6,0,0,Android
238558,8083,2025-06-01T12:52:48.896Z,155,11,0,0,Web
238568,27658,2025-10-30T12:52:48.896Z,1114,7,0,0,Android
238605,39796,2025-05-14T12:52:48.896Z,646,10,1,1,Android
238613,8658,2025-11-04T12:52:48.896Z,648,4,0,0,iOS
238622,27413,2025-03-18T12:52:48.896Z,606,4,0,0,iOS
238624,10417,2025-08-17T12:52:48.896Z,793,5,0,0,Web
238628,33025,2025-08-02T12:52:48.896Z,928,5,1,0,Web
238660,46021,2025-06-17T12:52:48.896Z,256,10,0,0,Android
238668,33157,2026-01-19T12:52:48.896Z,1176,5,0,0,Web
238678,24086,2025-06-24T12:52:48.896Z,549,11,0,0,Android
238685,22576,2025-08-04T12:52:48.896Z,646,11,0,0,Web
238688,11405,2025-07-27T12:52:48.896Z,985,7,0,0,Android
238694,5155,2026-02-12T12:52:48.896Z,445,10,0,1,Web
238697,16337,2025-05-30T12:52:48.896Z,646,5,0,1,Android
238699,36951,2026-02-14T12:52:48.896Z,894,10,0,0,Web
238702,15714,2025-08-31T12:52:48.896Z,1077,11,0,1,Web
238706,33213,2025-08-28T12:52:48.896Z,1194,9,0,0,iOS
238712,13427,2025-03-31T12:52:48.896Z,564,9,1,0,Web
238716,37913,2026-02-12T12:52:48.896Z,880,6,0,0,iOS
238717,26173,2025-12-14T12:52:48.896Z,516,9,0,0,iOS
238720,36503,2025-03-13T12:52:48.896Z,174,1,1,0,Android
238723,44379,2025-12-03T12:52:48.896Z,1077,7,1,0,iOS
238730,13236,2025-12-28T12:52:48.896Z,961,2,0,0,iOS
238732,10417,2025-03-10T12:52:48.896Z,807,11,0,0,Web
238750,23480,2025-04-10T12:52:48.896Z,1051,6,0,1,Web
238755,20185,2026-02-14T12:52:48.896Z,637,11,1,0,Android
238768,37634,2025-07-14T12:52:48.896Z,715,4,0,0,Android
238775,21019,2025-03-05T12:52:48.896Z,889,5,1,0,iOS
238787,11118,2025-12-14T12:52:48.896Z,290,11,1,0,Android
238801,25357,2026-01-22T12:52:48.896Z,1098,7,0,0,Web
238814,4727,2025-04-18T12:52:48.896Z,398,2,0,0,Android
238822,43997,2025-05-16T12:52:48.896Z,232,4,1,0,Web
238823,28856,2025-11-04T12:52:48.896Z,865,7,0,0,Web
238826,38267,2026-01-13T12:52:48.896Z,135,11,0,0,Web
238843,29031,2026-02-16T12:52:48.896Z,1024,6,0,0,Android
238856,42232,2026-01-23T12:52:48.896Z,924,2,0,0,iOS
238867,8756,2025-05-20T12:52:48.896Z,791,11,0,0,Web
238868,18007,2025-08-23T12:52:48.896Z,72,10,0,0,Android
238893,49937,2025-08-31T12:52:48.896Z,282,8,1,0,Android
238908,46299,2025-03-08T12:52:48.896Z,178,2,0,1,Android
238914,41146,2025-05-21T12:52:48.896Z,545,10,1,0,Web
238923,10471,2025-11-25T12:52:48.896Z,267,9,0,0,Web
238925,22249,2025-07-27T12:52:48.896Z,200,4,1,0,iOS
238954,32321,2025-12-18T12:52:48.896Z,801,11,0,0,Android
238961,10181,2025-08-09T12:52:48.896Z,790,2,0,0,iOS
238971,16130,2026-01-12T12:52:48.896Z,719,10,0,0,iOS
238986,46026,2025-06-04T12:52:48.896Z,617,4,1,0,Android
238990,4850,2025-08-08T12:52:48.896Z,290,3,1,0,Android
238991,42851,2025-09-28T12:52:48.896Z,1046,6,0,0,Android
238993,8578,2026-01-05T12:52:48.896Z,447,11,0,0,Web
238996,26214,2025-09-16T12:52:48.896Z,1131,9,1,0,Android
239016,1180,2026-01-01T12:52:48.896Z,594,6,0,0,Web
239031,23771,2025-07-12T12:52:48.896Z,274,1,1,0,iOS
239042,43134,2025-07-22T12:52:48.896Z,960,7,1,0,iOS
239063,40967,2025-09-19T12:52:48.896Z,992,11,0,0,Web
239078,34052,2025-12-08T12:52:48.896Z,677,10,0,0,Web
239091,12923,2025-09-22T12:52:48.896Z,316,4,0,0,Web
239092,43267,2025-03-24T12:52:48.896Z,778,10,0,0,iOS
239094,26218,2025-03-06T12:52:48.896Z,945,5,0,0,Web
239113,5715,2025-05-25T12:52:48.896Z,838,8,0,0,Web
239116,26544,2025-11-27T12:52:48.896Z,971,8,0,0,Android
239125,2964,2025-05-07T12:52:48.896Z,794,6,0,0,Web
239133,46987,2025-03-04T12:52:48.896Z,1026,8,1,0,iOS
239135,25967,2026-01-19T12:52:48.896Z,613,10,0,0,iOS
239138,17852,2025-07-11T12:52:48.896Z,1135,7,0,0,iOS
239141,43785,2026-01-31T12:52:48.896Z,151,6,1,0,Android
239153,13295,2026-01-16T12:52:48.896Z,1079,6,1,0,iOS
239157,30028,2026-01-01T12:52:48.896Z,975,6,1,0,Android
239179,29266,2025-10-19T12:52:48.896Z,1042,11,0,0,Android
239183,38570,2025-07-17T12:52:48.896Z,710,9,1,0,iOS
239184,2095,2025-06-25T12:52:48.896Z,95,10,1,1,iOS
239197,13608,2025-03-10T12:52:48.896Z,895,5,0,0,Web
239200,40600,2025-10-07T12:52:48.896Z,65,10,1,0,Web
239201,44247,2025-03-20T12:52:48.896Z,503,9,0,0,iOS
239202,27157,2026-01-16T12:52:48.896Z,936,8,0,0,Web
239237,32034,2025-03-30T12:52:48.896Z,971,11,1,1,iOS
239247,273,2025-06-16T12:52:48.896Z,808,11,0,0,Android
239256,41376,2025-12-25T12:52:48.896Z,1057,5,1,1,Web
239258,28968,2025-04-27T12:52:48.896Z,1050,7,0,0,iOS
239263,9396,2025-11-15T12:52:48.896Z,221,10,0,1,Web
239265,27673,2025-12-17T12:52:48.896Z,95,3,0,0,Web
239268,27645,2025-03-13T12:52:48.896Z,430,4,1,0,iOS
239291,14288,2025-03-30T12:52:48.896Z,1116,11,1,0,Android
239293,48618,2025-05-30T12:52:48.896Z,801,5,1,0,Web
239295,32528,2025-07-09T12:52:48.896Z,740,2,0,0,iOS
239296,33799,2026-01-01T12:52:48.896Z,985,1,0,0,iOS
239297,4211,2025-05-27T12:52:48.896Z,1082,4,0,0,Web
239300,43883,2025-04-07T12:52:48.896Z,1190,3,1,0,Android
239330,34863,2025-08-20T12:52:48.896Z,679,1,1,0,iOS
239331,17584,2026-02-28T12:52:48.896Z,690,10,1,0,Android
239339,28577,2025-12-15T12:52:48.896Z,1196,7,1,1,Web
239341,4999,2025-11-08T12:52:48.896Z,1012,7,1,0,iOS
239359,21746,2025-06-30T12:52:48.896Z,369,8,1,1,Web
239362,34071,2025-10-16T12:52:48.896Z,1190,4,0,0,Web
239370,18493,2025-11-12T12:52:48.896Z,921,5,1,1,Web
239380,38594,2025-11-19T12:52:48.896Z,51,1,1,0,iOS
239381,43486,2025-04-08T12:52:48.896Z,510,11,0,0,iOS
239397,49126,2025-08-12T12:52:48.896Z,931,3,1,1,iOS
239400,954,2025-12-14T12:52:48.896Z,785,11,1,0,iOS
239402,16291,2025-04-08T12:52:48.896Z,443,2,1,0,iOS
239410,285,2026-01-08T12:52:48.896Z,638,9,0,1,iOS
239414,34124,2025-05-05T12:52:48.896Z,634,2,1,0,iOS
239415,30091,2025-07-18T12:52:48.896Z,359,7,0,0,Android
239417,35532,2025-12-01T12:52:48.896Z,92,4,0,0,Android
239419,605,2025-08-04T12:52:48.896Z,211,7,0,0,iOS
239449,31565,2026-02-13T12:52:48.896Z,503,5,1,0,Android
239453,26428,2025-11-14T12:52:48.896Z,718,10,0,0,iOS
239461,16001,2025-05-13T12:52:48.896Z,330,7,1,1,Web
239473,532,2025-10-20T12:52:48.896Z,1168,3,0,1,Android
239475,23292,2025-11-08T12:52:48.896Z,454,9,0,0,iOS
239482,20588,2026-01-21T12:52:48.896Z,245,3,1,0,Web
239491,39337,2025-09-06T12:52:48.896Z,582,7,0,0,Android
239496,2581,2025-06-15T12:52:48.896Z,849,9,0,0,Web
239498,17732,2025-12-12T12:52:48.896Z,846,1,0,0,Android
239504,23452,2025-03-18T12:52:48.896Z,1100,6,0,1,iOS
239512,39326,2025-03-28T12:52:48.896Z,401,7,1,0,iOS
239513,49050,2025-03-12T12:52:48.896Z,572,6,0,0,Web
239524,40185,2025-10-11T12:52:48.896Z,648,11,1,0,Android
239530,14140,2025-03-16T12:52:48.896Z,800,5,0,0,Android
239534,42925,2026-02-22T12:52:48.896Z,323,9,0,0,Web
239549,38741,2025-09-09T12:52:48.896Z,1031,1,1,1,iOS
239557,3833,2025-11-08T12:52:48.896Z,697,9,0,0,Web
239565,2110,2025-04-05T12:52:48.896Z,377,3,1,1,iOS
239583,13890,2025-11-12T12:52:48.896Z,1150,7,0,0,Android
239613,2432,2025-05-27T12:52:48.896Z,316,8,0,0,Web
239615,1576,2025-09-11T12:52:48.896Z,95,2,0,0,Android
239629,49985,2025-07-05T12:52:48.896Z,481,2,0,1,iOS
239634,25810,2025-12-25T12:52:48.896Z,249,1,1,0,iOS
239641,9443,2026-02-04T12:52:48.896Z,544,7,0,1,iOS
239645,30592,2025-11-16T12:52:48.896Z,437,1,0,0,iOS
239652,11819,2025-08-07T12:52:48.896Z,230,9,0,1,iOS
239657,6320,2025-06-05T12:52:48.896Z,631,7,0,0,iOS
239668,24571,2026-02-20T12:52:48.896Z,40,7,0,0,iOS
239680,25038,2025-10-19T12:52:48.896Z,784,9,0,0,iOS
239682,13182,2025-08-22T12:52:48.896Z,1030,1,1,0,iOS
239685,8357,2026-02-06T12:52:48.896Z,777,3,0,0,iOS
239695,38659,2026-01-13T12:52:48.896Z,177,7,0,1,Android
239708,16263,2025-07-27T12:52:48.896Z,354,2,0,0,Android
239709,5159,2025-08-05T12:52:48.896Z,794,2,0,0,iOS
239725,27474,2025-09-26T12:52:48.896Z,1182,3,1,0,iOS
239734,43197,2025-08-31T12:52:48.896Z,507,1,0,1,iOS
239737,15674,2025-06-28T12:52:48.896Z,972,7,0,0,iOS
239740,49909,2025-09-17T12:52:48.896Z,1088,6,1,1,Web
239751,10923,2025-04-03T12:52:48.896Z,861,2,1,0,Android
239760,41000,2025-10-08T12:52:48.896Z,1073,1,0,0,Web
239763,42289,2025-09-22T12:52:48.896Z,90,10,1,0,iOS
239764,30028,2025-08-21T12:52:48.896Z,849,1,1,1,iOS
239767,37211,2025-10-02T12:52:48.896Z,1025,9,0,1,Web
239772,41335,2025-10-03T12:52:48.896Z,992,4,0,0,Android
239784,37249,2025-09-10T12:52:48.896Z,960,5,0,0,Android
239811,21834,2025-08-28T12:52:48.896Z,385,9,0,0,Android
239818,17050,2025-12-20T12:52:48.896Z,325,8,0,0,Android
239827,18237,2025-06-07T12:52:48.896Z,1169,9,0,0,Android
239832,45852,2026-01-25T12:52:48.896Z,195,10,1,0,Android
239833,48754,2026-01-23T12:52:48.896Z,54,4,0,1,Android
239836,46781,2025-10-03T12:52:48.896Z,313,4,0,1,Android
239841,1327,2025-09-13T12:52:48.896Z,811,8,0,1,Android
239846,19961,2025-05-04T12:52:48.896Z,873,6,1,0,Android
239847,7452,2025-04-23T12:52:48.896Z,416,5,1,0,Android
239860,44616,2025-09-10T12:52:48.896Z,110,6,0,1,Android
239864,37353,2025-12-01T12:52:48.896Z,860,11,0,0,Android
239866,21268,2026-01-27T12:52:48.896Z,344,7,0,0,Web
239867,38824,2025-08-08T12:52:48.896Z,358,9,1,0,Android
239869,9441,2025-05-04T12:52:48.896Z,331,3,0,0,Web
239877,45963,2025-03-14T12:52:48.896Z,964,8,0,0,Web
239884,5875,2025-09-23T12:52:48.896Z,334,10,0,0,Android
239895,40698,2025-12-10T12:52:48.896Z,814,8,0,0,iOS
239917,21932,2026-01-31T12:52:48.896Z,54,10,1,0,Web
239918,42313,2025-09-07T12:52:48.896Z,70,4,0,0,iOS
239929,38340,2025-05-31T12:52:48.896Z,102,2,0,0,Web
239938,29126,2025-07-28T12:52:48.896Z,497,1,1,0,Web
239939,273,2025-05-28T12:52:48.896Z,979,11,0,0,Web
239941,31880,2025-10-07T12:52:48.896Z,1093,5,0,0,Web
239952,31782,2025-03-18T12:52:48.896Z,625,1,0,0,Web
239967,48175,2025-03-01T12:52:48.896Z,968,7,0,0,iOS
239985,25597,2025-10-23T12:52:48.896Z,397,10,0,0,Android
239987,40218,2025-12-12T12:52:48.896Z,1156,9,0,0,iOS
239992,26300,2025-07-08T12:52:48.896Z,825,1,0,0,iOS
239996,27842,2025-12-04T12:52:48.896Z,938,3,1,0,Web
240004,2934,2025-06-02T12:52:48.896Z,187,5,0,0,iOS
240007,40050,2025-12-09T12:52:48.896Z,882,10,0,0,Web
240014,45680,2025-11-15T12:52:48.896Z,42,2,0,1,iOS
240027,27158,2025-12-09T12:52:48.896Z,568,6,1,0,Web
240032,18076,2025-07-08T12:52:48.896Z,1184,5,0,0,iOS
240038,11620,2025-12-18T12:52:48.896Z,678,6,0,0,Android
240041,13474,2026-02-07T12:52:48.896Z,86,9,0,0,Web
240042,6589,2025-09-11T12:52:48.896Z,1168,8,0,0,Web
240061,23088,2025-06-07T12:52:48.896Z,266,4,0,1,iOS
240066,44239,2025-04-09T12:52:48.896Z,1089,6,0,0,iOS
240068,29511,2026-02-27T12:52:48.896Z,535,5,0,0,Android
240079,4008,2025-05-28T12:52:48.896Z,189,8,0,0,iOS
240085,28219,2025-09-10T12:52:48.896Z,1014,9,0,0,iOS
240087,40019,2025-10-10T12:52:48.896Z,785,3,1,0,Web
240088,48969,2025-11-04T12:52:48.896Z,328,2,0,0,Android
240096,24787,2025-04-16T12:52:48.896Z,440,3,0,0,Web
240097,29727,2025-12-16T12:52:48.896Z,654,9,0,0,Android
240099,35751,2026-01-20T12:52:48.896Z,213,5,0,0,Android
240109,31184,2025-10-16T12:52:48.896Z,1001,3,1,0,iOS
240115,8196,2025-06-21T12:52:48.896Z,360,7,0,0,iOS
240120,31426,2025-08-15T12:52:48.896Z,867,2,0,0,iOS
240121,34184,2025-10-03T12:52:48.896Z,350,8,0,0,Web
240122,45754,2025-09-20T12:52:48.896Z,657,1,0,1,Android
240126,8870,2025-07-01T12:52:48.896Z,1061,8,0,1,iOS
240128,269,2025-12-25T12:52:48.896Z,600,3,0,0,Android
240134,11580,2025-09-29T12:52:48.896Z,242,5,0,0,iOS
240135,672,2025-11-03T12:52:48.896Z,38,11,0,0,iOS
240137,9179,2025-11-14T12:52:48.896Z,449,4,0,0,iOS
240140,10368,2025-09-12T12:52:48.896Z,555,3,1,0,iOS
240144,40536,2025-10-04T12:52:48.896Z,125,5,1,0,Android
240146,9599,2025-06-29T12:52:48.896Z,453,3,0,0,iOS
240168,28379,2026-01-14T12:52:48.896Z,751,1,1,1,Android
240176,13381,2025-12-27T12:52:48.896Z,990,5,1,0,Web
240187,36008,2025-05-28T12:52:48.896Z,285,4,0,1,Android
240209,2598,2025-06-07T12:52:48.896Z,952,9,0,0,Web
240214,45538,2025-07-20T12:52:48.896Z,1169,10,0,0,iOS
240216,34124,2025-03-05T12:52:48.896Z,1049,10,0,0,iOS
240220,23786,2025-11-30T12:52:48.896Z,255,2,1,0,iOS
240221,18218,2025-03-11T12:52:48.896Z,141,9,0,1,Web
240228,7722,2025-08-15T12:52:48.896Z,252,10,1,0,Web
240247,27409,2025-09-03T12:52:48.896Z,554,10,0,0,Android
240252,8163,2026-02-05T12:52:48.896Z,665,9,1,0,Web
240267,16001,2025-12-28T12:52:48.896Z,631,4,0,1,Android
240274,29216,2025-10-18T12:52:48.896Z,438,3,0,0,Web
240278,2011,2025-03-02T12:52:48.896Z,294,2,0,0,Web
240279,28745,2025-08-29T12:52:48.896Z,178,8,0,0,Web
240292,9319,2026-01-06T12:52:48.896Z,788,9,1,0,Web
240296,14135,2025-04-19T12:52:48.896Z,548,4,0,1,Web
240298,8118,2025-12-27T12:52:48.896Z,868,9,1,0,Android
240306,43533,2025-06-24T12:52:48.896Z,370,8,0,0,Web
240313,8522,2026-02-16T12:52:48.896Z,593,9,0,0,Android
240314,40975,2026-02-12T12:52:48.896Z,106,7,0,0,iOS
240316,37000,2025-10-19T12:52:48.896Z,628,1,0,1,Web
240319,30280,2025-06-04T12:52:48.896Z,469,9,0,0,iOS
240321,3833,2025-08-01T12:52:48.896Z,281,8,0,0,Android
240334,39381,2025-12-01T12:52:48.896Z,627,10,0,0,Web
240337,29255,2026-02-19T12:52:48.896Z,154,1,0,1,Android
240343,33501,2025-10-08T12:52:48.896Z,1009,2,0,0,Web
240344,26564,2026-02-22T12:52:48.896Z,348,1,0,0,Android
240348,21900,2025-08-16T12:52:48.896Z,896,5,0,0,Android
240349,7452,2025-11-14T12:52:48.896Z,610,11,1,0,Web
240350,24415,2025-09-03T12:52:48.896Z,344,6,1,0,Web
240351,44662,2025-10-12T12:52:48.896Z,1046,9,0,0,Web
240352,20140,2025-04-24T12:52:48.896Z,679,1,1,0,iOS
240356,38100,2026-01-05T12:52:48.896Z,1002,1,0,0,Android
240359,26511,2025-03-25T12:52:48.896Z,1118,11,0,0,iOS
240371,41205,2025-06-26T12:52:48.896Z,895,2,0,0,Web
240373,29852,2025-09-10T12:52:48.896Z,605,1,0,0,Android
240378,33199,2025-10-29T12:52:48.896Z,1026,1,0,0,Web
240387,14991,2025-05-23T12:52:48.896Z,874,7,0,0,Web
240393,18594,2025-07-13T12:52:48.896Z,582,2,1,0,Android
240413,12359,2026-02-28T12:52:48.896Z,753,5,0,0,Web
240417,3313,2025-03-18T12:52:48.896Z,685,5,0,0,Android
240422,33199,2025-10-13T12:52:48.896Z,345,2,1,0,Android
240427,783,2025-11-07T12:52:48.896Z,663,5,1,0,iOS
240433,28688,2025-08-31T12:52:48.896Z,860,4,0,1,iOS
240436,14972,2025-10-13T12:52:48.896Z,284,4,0,0,Web
240441,32233,2026-01-03T12:52:48.896Z,924,3,1,0,Web
240445,31550,2026-02-15T12:52:48.896Z,361,4,0,0,Web
240447,7779,2025-07-22T12:52:48.896Z,219,6,0,0,Android
240464,45734,2025-11-22T12:52:48.896Z,475,6,0,0,Web
240474,49690,2025-12-03T12:52:48.896Z,448,9,1,0,Web
240481,14563,2026-01-12T12:52:48.896Z,718,3,0,0,Web
240502,24355,2025-08-19T12:52:48.896Z,24,8,0,0,iOS
240505,39665,2025-03-12T12:52:48.896Z,382,2,0,0,iOS
240517,39306,2026-01-31T12:52:48.896Z,958,7,1,0,Web
240520,13656,2025-11-05T12:52:48.896Z,207,1,1,0,Android
240522,42132,2025-07-03T12:52:48.896Z,984,6,0,0,Web
240534,12107,2025-05-05T12:52:48.896Z,128,3,1,0,Android
240535,22072,2025-05-22T12:52:48.896Z,468,1,0,0,Web
240540,44714,2025-09-11T12:52:48.896Z,131,8,0,0,iOS
240553,33707,2025-12-26T12:52:48.896Z,415,10,0,0,Android
240566,34090,2025-04-06T12:52:48.896Z,69,2,0,0,Web
240576,31443,2025-04-28T12:52:48.896Z,626,4,0,0,iOS
240588,9038,2025-12-01T12:52:48.896Z,316,8,0,0,iOS
240596,27113,2025-08-29T12:52:48.896Z,939,5,0,0,Android
240612,40204,2025-09-13T12:52:48.896Z,848,11,0,1,Android
240622,16922,2026-01-04T12:52:48.896Z,837,10,0,0,Web
240627,8432,2025-09-26T12:52:48.896Z,526,9,0,0,Android
240634,1489,2025-12-13T12:52:48.896Z,769,11,0,0,Android
240636,44743,2026-01-13T12:52:48.896Z,940,1,1,0,iOS
240643,47789,2025-07-13T12:52:48.896Z,805,11,0,0,Web
240645,4663,2025-10-21T12:52:48.896Z,332,3,0,0,Web
240646,18081,2026-02-18T12:52:48.896Z,440,7,0,0,Android
